OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,DaysToShip
10421,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,6.0
10422,FRANS,2,1997-01-22,1997-02-19,1997-01-31,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy,9.0
10423,GOURL,6,1997-01-23,1997-02-06,1997-02-24,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,32.0
10424,MEREP,7,1997-01-23,1997-02-20,1997-01-27,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,4.0
10425,LAMAI,6,1997-01-24,1997-02-21,1997-02-14,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,21.0
10426,GALED,4,1997-01-27,1997-02-24,1997-02-06,1,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,10.0
10427,PICCO,4,1997-01-27,1997-02-24,1997-03-03,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,35.0
10428,REGGC,7,1997-01-28,1997-02-25,1997-02-04,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,7.0
10429,HUNGO,3,1997-01-29,1997-03-12,1997-02-07,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,9.0
10430,ERNSH,4,1997-01-30,1997-02-13,1997-02-03,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,4.0
10431,BOTTM,4,1997-01-30,1997-02-13,1997-02-07,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,8.0
10432,SPLIR,3,1997-01-31,1997-02-14,1997-02-07,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,7.0
10433,PRINI,3,1997-02-03,1997-03-03,1997-03-04,3,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,29.0
10434,FOLKO,3,1997-02-03,1997-03-03,1997-02-13,2,17.92,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,10.0
10435,CONSH,8,1997-02-04,1997-03-18,1997-02-07,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,3.0
10436,BLONP,3,1997-02-05,1997-03-05,1997-02-11,2,156.66,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,6.0
10437,WARTH,8,1997-02-05,1997-03-05,1997-02-12,1,19.97,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,7.0
10438,TOMSP,3,1997-02-06,1997-03-06,1997-02-14,2,8.24,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,8.0
10439,MEREP,6,1997-02-07,1997-03-07,1997-02-10,3,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,3.0
10440,SAVEA,4,1997-02-10,1997-03-10,1997-02-28,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,18.0
10441,OLDWO,3,1997-02-10,1997-03-24,1997-03-14,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,32.0
10442,ERNSH,3,1997-02-11,1997-03-11,1997-02-18,2,47.94,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,7.0
10443,REGGC,8,1997-02-12,1997-03-12,1997-02-14,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,2.0
10444,BERGS,3,1997-02-12,1997-03-12,1997-02-21,3,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,9.0
10445,BERGS,3,1997-02-13,1997-03-13,1997-02-20,1,9.3,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,7.0
10446,TOMSP,6,1997-02-14,1997-03-14,1997-02-19,1,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,5.0
10447,RICAR,4,1997-02-14,1997-03-14,1997-03-07,2,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,21.0
10448,RANCH,4,1997-02-17,1997-03-17,1997-02-24,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina,7.0
10449,BLONP,3,1997-02-18,1997-03-18,1997-02-27,2,53.3,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,9.0
10450,VICTE,8,1997-02-19,1997-03-19,1997-03-11,2,7.23,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,20.0
10451,QUICK,4,1997-02-19,1997-03-05,1997-03-12,3,189.09,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,21.0
10452,SAVEA,8,1997-02-20,1997-03-20,1997-02-26,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,6.0
10453,AROUT,1,1997-02-21,1997-03-21,1997-02-26,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,5.0
10454,LAMAI,4,1997-02-21,1997-03-21,1997-02-25,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,4.0
10455,WARTH,8,1997-02-24,1997-04-07,1997-03-03,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,7.0
10456,KOENE,8,1997-02-25,1997-04-08,1997-02-28,2,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,3.0
10457,KOENE,2,1997-02-25,1997-03-25,1997-03-03,1,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,6.0
10458,SUPRD,7,1997-02-26,1997-03-26,1997-03-04,3,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,6.0
10459,VICTE,4,1997-02-27,1997-03-27,1997-02-28,2,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,1.0
10460,FOLKO,8,1997-02-28,1997-03-28,1997-03-03,1,16.27,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,3.0
10461,LILAS,1,1997-02-28,1997-03-28,1997-03-05,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,5.0
10462,CONSH,2,1997-03-03,1997-03-31,1997-03-18,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,15.0
10463,SUPRD,5,1997-03-04,1997-04-01,1997-03-06,3,14.78,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,2.0
10464,FURIB,4,1997-03-04,1997-04-01,1997-03-14,2,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,10.0
10465,VAFFE,1,1997-03-05,1997-04-02,1997-03-14,3,145.04,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,9.0
10466,COMMI,4,1997-03-06,1997-04-03,1997-03-13,1,11.93,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,7.0
10467,MAGAA,8,1997-03-06,1997-04-03,1997-03-11,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,5.0
10468,KOENE,3,1997-03-07,1997-04-04,1997-03-12,3,44.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,5.0
10469,WHITC,1,1997-03-10,1997-04-07,1997-03-14,1,60.18,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,4.0
10470,BONAP,4,1997-03-11,1997-04-08,1997-03-14,2,64.56,Bon app',"12, rue des Bouchers",Marseille,,13008,France,3.0
10471,BSBEV,2,1997-03-11,1997-04-08,1997-03-18,3,45.59,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,7.0
10472,SEVES,8,1997-03-12,1997-04-09,1997-03-19,1,4.2,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,7.0
10473,ISLAT,1,1997-03-13,1997-03-27,1997-03-21,3,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,8.0
10474,PERIC,5,1997-03-13,1997-04-10,1997-03-21,2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,8.0
10475,SUPRD,9,1997-03-14,1997-04-11,1997-04-04,1,68.52,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,21.0
10476,HILAA,8,1997-03-17,1997-04-14,1997-03-24,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,7.0
10477,PRINI,5,1997-03-17,1997-04-14,1997-03-25,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,8.0
10478,VICTE,2,1997-03-18,1997-04-01,1997-03-26,3,4.81,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,8.0
10479,RATTC,3,1997-03-19,1997-04-16,1997-03-21,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2.0
10480,FOLIG,6,1997-03-20,1997-04-17,1997-03-24,2,1.35,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,4.0
10481,RICAR,8,1997-03-20,1997-04-17,1997-03-25,2,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,5.0
10482,LAZYK,1,1997-03-21,1997-04-18,1997-04-10,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA,20.0
10483,WHITC,7,1997-03-24,1997-04-21,1997-04-25,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,32.0
10484,BSBEV,3,1997-03-24,1997-04-21,1997-04-01,3,6.88,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,8.0
10485,LINOD,4,1997-03-25,1997-04-08,1997-03-31,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,6.0
10486,HILAA,1,1997-03-26,1997-04-23,1997-04-02,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,7.0
10487,QUEEN,2,1997-03-26,1997-04-23,1997-03-28,2,71.07,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,2.0
10488,FRANK,8,1997-03-27,1997-04-24,1997-04-02,2,4.93,Frankenversand,Berliner Platz 43,München,,80805,Germany,6.0
10489,PICCO,6,1997-03-28,1997-04-25,1997-04-09,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,12.0
10490,HILAA,7,1997-03-31,1997-04-28,1997-04-03,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,3.0
10491,FURIB,8,1997-03-31,1997-04-28,1997-04-08,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,8.0
10492,BOTTM,3,1997-04-01,1997-04-29,1997-04-11,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,10.0
10493,LAMAI,4,1997-04-02,1997-04-30,1997-04-10,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,8.0
10494,COMMI,4,1997-04-02,1997-04-30,1997-04-09,2,65.99,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,7.0
10495,LAUGB,3,1997-04-03,1997-05-01,1997-04-11,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,8.0
10496,TRADH,7,1997-04-04,1997-05-02,1997-04-07,2,46.77,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,3.0
10497,LEHMS,7,1997-04-04,1997-05-02,1997-04-07,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,3.0
10498,HILAA,8,1997-04-07,1997-05-05,1997-04-11,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,4.0
10499,LILAS,4,1997-04-08,1997-05-06,1997-04-16,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,8.0
10500,LAMAI,6,1997-04-09,1997-05-07,1997-04-17,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,8.0
10501,BLAUS,9,1997-04-09,1997-05-07,1997-04-16,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,7.0
10502,PERIC,2,1997-04-10,1997-05-08,1997-04-29,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,19.0
10503,HUNGO,6,1997-04-11,1997-05-09,1997-04-16,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,5.0
10504,WHITC,4,1997-04-11,1997-05-09,1997-04-18,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,7.0
10505,MEREP,3,1997-04-14,1997-05-12,1997-04-21,3,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,7.0
10506,KOENE,9,1997-04-15,1997-05-13,1997-05-02,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,17.0
10507,ANTON,7,1997-04-15,1997-05-13,1997-04-22,1,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,7.0
10508,OTTIK,1,1997-04-16,1997-05-14,1997-05-13,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,27.0
10509,BLAUS,4,1997-04-17,1997-05-15,1997-04-29,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,12.0
10510,SAVEA,6,1997-04-18,1997-05-16,1997-04-28,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,10.0
10511,BONAP,4,1997-04-18,1997-05-16,1997-04-21,3,350.64,Bon app',"12, rue des Bouchers",Marseille,,13008,France,3.0
10512,FAMIA,7,1997-04-21,1997-05-19,1997-04-24,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,3.0
10513,WANDK,7,1997-04-22,1997-06-03,1997-04-28,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,6.0
10514,ERNSH,3,1997-04-22,1997-05-20,1997-05-16,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,24.0
10515,QUICK,2,1997-04-23,1997-05-07,1997-05-23,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,30.0
10516,HUNGO,2,1997-04-24,1997-05-22,1997-05-01,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,7.0
10517,NORTS,3,1997-04-24,1997-05-22,1997-04-29,3,32.07,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK,5.0
10518,TORTU,4,1997-04-25,1997-05-09,1997-05-05,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,10.0
10519,CHOPS,6,1997-04-28,1997-05-26,1997-05-01,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,3.0
10520,SANTG,7,1997-04-29,1997-05-27,1997-05-01,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,2.0
10521,CACTU,8,1997-04-29,1997-05-27,1997-05-02,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,3.0
10522,LEHMS,4,1997-04-30,1997-05-28,1997-05-06,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,6.0
10523,SEVES,7,1997-05-01,1997-05-29,1997-05-30,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,29.0
10524,BERGS,1,1997-05-01,1997-05-29,1997-05-07,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,6.0
10525,BONAP,1,1997-05-02,1997-05-30,1997-05-23,2,11.06,Bon app',"12, rue des Bouchers",Marseille,,13008,France,21.0
10526,WARTH,4,1997-05-05,1997-06-02,1997-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,10.0
10527,QUICK,7,1997-05-05,1997-06-02,1997-05-07,1,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2.0
10528,GREAL,6,1997-05-06,1997-05-20,1997-05-09,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,3.0
10529,MAISD,5,1997-05-07,1997-06-04,1997-05-09,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,2.0
10530,PICCO,3,1997-05-08,1997-06-05,1997-05-12,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,4.0
10531,OCEAN,7,1997-05-08,1997-06-05,1997-05-19,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,11.0
10532,EASTC,7,1997-05-09,1997-06-06,1997-05-12,3,74.46,Eastern Connection,35 King George,London,,WX3 6FW,UK,3.0
10533,FOLKO,8,1997-05-12,1997-06-09,1997-05-22,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,10.0
10534,LEHMS,8,1997-05-12,1997-06-09,1997-05-14,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,2.0
10535,ANTON,4,1997-05-13,1997-06-10,1997-05-21,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,8.0
10536,LEHMS,3,1997-05-14,1997-06-11,1997-06-06,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,23.0
10537,RICSU,1,1997-05-14,1997-05-28,1997-05-19,1,78.85,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,5.0
10538,BSBEV,9,1997-05-15,1997-06-12,1997-05-16,3,4.87,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,1.0
10539,BSBEV,6,1997-05-16,1997-06-13,1997-05-23,3,12.36,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,7.0
10540,QUICK,3,1997-05-19,1997-06-16,1997-06-13,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,25.0
10541,HANAR,2,1997-05-19,1997-06-16,1997-05-29,1,68.65,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,10.0
10542,KOENE,1,1997-05-20,1997-06-17,1997-05-26,3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,6.0
10543,LILAS,8,1997-05-21,1997-06-18,1997-05-23,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,2.0
10544,LONEP,4,1997-05-21,1997-06-18,1997-05-30,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,9.0
10545,LAZYK,8,1997-05-22,1997-06-19,1997-06-26,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA,35.0
10546,VICTE,1,1997-05-23,1997-06-20,1997-05-27,3,194.72,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,4.0
10547,SEVES,3,1997-05-23,1997-06-20,1997-06-02,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,10.0
10548,TOMSP,3,1997-05-26,1997-06-23,1997-06-02,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,7.0
10549,QUICK,5,1997-05-27,1997-06-10,1997-05-30,1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,3.0
10550,GODOS,7,1997-05-28,1997-06-25,1997-06-06,3,4.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,9.0
10551,FURIB,4,1997-05-28,1997-07-09,1997-06-06,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,9.0
10552,HILAA,2,1997-05-29,1997-06-26,1997-06-05,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,7.0
10553,WARTH,2,1997-05-30,1997-06-27,1997-06-03,2,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,4.0
10554,OTTIK,4,1997-05-30,1997-06-27,1997-06-05,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,6.0
10555,SAVEA,6,1997-06-02,1997-06-30,1997-06-04,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,2.0
10556,SIMOB,2,1997-06-03,1997-07-15,1997-06-13,1,9.8,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,10.0
10557,LEHMS,9,1997-06-03,1997-06-17,1997-06-06,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,3.0
10558,AROUT,1,1997-06-04,1997-07-02,1997-06-10,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,6.0
10559,BLONP,6,1997-06-05,1997-07-03,1997-06-13,1,8.05,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,8.0
10560,FRANK,8,1997-06-06,1997-07-04,1997-06-09,1,36.65,Frankenversand,Berliner Platz 43,München,,80805,Germany,3.0
10561,FOLKO,2,1997-06-06,1997-07-04,1997-06-09,2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,3.0
10562,REGGC,1,1997-06-09,1997-07-07,1997-06-12,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,3.0
10563,RICAR,2,1997-06-10,1997-07-22,1997-06-24,2,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,14.0
10564,RATTC,4,1997-06-10,1997-07-08,1997-06-16,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,6.0
10565,MEREP,8,1997-06-11,1997-07-09,1997-06-18,2,7.15,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,7.0
10566,BLONP,9,1997-06-12,1997-07-10,1997-06-18,1,88.4,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,6.0
10567,HUNGO,1,1997-06-12,1997-07-10,1997-06-17,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,5.0
10568,GALED,3,1997-06-13,1997-07-11,1997-07-09,3,6.54,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,26.0
10569,RATTC,5,1997-06-16,1997-07-14,1997-07-11,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,25.0
10570,MEREP,3,1997-06-17,1997-07-15,1997-06-19,3,188.99,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,2.0
10571,ERNSH,8,1997-06-17,1997-07-29,1997-07-04,3,26.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,17.0
10572,BERGS,3,1997-06-18,1997-07-16,1997-06-25,2,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,7.0
10573,ANTON,7,1997-06-19,1997-07-17,1997-06-20,3,84.84,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,1.0
10574,TRAIH,4,1997-06-19,1997-07-17,1997-06-30,2,37.6,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,11.0
10575,MORGK,5,1997-06-20,1997-07-04,1997-06-30,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,10.0
10576,TORTU,3,1997-06-23,1997-07-07,1997-06-30,3,18.56,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,7.0
10577,TRAIH,9,1997-06-23,1997-08-04,1997-06-30,2,25.41,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,7.0
10578,BSBEV,4,1997-06-24,1997-07-22,1997-07-25,3,29.6,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,31.0
10579,LETSS,1,1997-06-25,1997-07-23,1997-07-04,2,13.73,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,9.0
10580,OTTIK,4,1997-06-26,1997-07-24,1997-07-01,3,75.89,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,5.0
10581,FAMIA,3,1997-06-26,1997-07-24,1997-07-02,1,3.01,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,6.0
10582,BLAUS,3,1997-06-27,1997-07-25,1997-07-14,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,17.0
10583,WARTH,2,1997-06-30,1997-07-28,1997-07-04,2,7.28,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,4.0
10584,BLONP,4,1997-06-30,1997-07-28,1997-07-04,1,59.14,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,4.0
10585,WELLI,7,1997-07-01,1997-07-29,1997-07-10,1,13.41,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,9.0
10586,REGGC,9,1997-07-02,1997-07-30,1997-07-09,1,0.48,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,7.0
10587,QUEDE,1,1997-07-02,1997-07-30,1997-07-09,1,62.52,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,7.0
10588,QUICK,2,1997-07-03,1997-07-31,1997-07-10,3,194.67,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,7.0
10589,GREAL,8,1997-07-04,1997-08-01,1997-07-14,2,4.42,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,10.0
10590,MEREP,4,1997-07-07,1997-08-04,1997-07-14,3,44.77,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,7.0
10591,VAFFE,1,1997-07-07,1997-07-21,1997-07-16,1,55.92,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,9.0
10592,LEHMS,3,1997-07-08,1997-08-05,1997-07-16,1,32.1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,8.0
10593,LEHMS,7,1997-07-09,1997-08-06,1997-08-13,2,174.2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,35.0
10594,OLDWO,3,1997-07-09,1997-08-06,1997-07-16,2,5.24,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,7.0
